name,tags
Blue Fire,"Action,Adventure,Indie,Platformer,Singleplayer,3D Platformer,Action-Adventure,Precision Platformer,Souls-like,Mystery Dungeon,3D,Minimalist,Fantasy,Dark Fantasy,Magic,Hack and Slash,Atmospheric,Surreal,Combat,Swordplay"
Zup! Z,"Puzzle,Indie,Casual,Fast-Paced,2D,Physics,Short,Relaxing,Minimalist,Puzzle Platformer,Mouse only,Point & Click,Singleplayer,Cute,Rhythm,Education,Trading Card Game,Shooter,LEGO"
BloodRayne: Terminal Cut,"Action,Vampire,Female Protagonist,Hack and Slash,Third-Person Shooter,Gore,Horror,Action-Adventure,Mature,Dark,Supernatural,World War II,Sexual Content,Violent,Third Person,Singleplayer,Combat,Gothic,Shooter,Adventure"
Stay Out,"Free to Play,Survival,Multiplayer,Open World,Online Co-Op,Co-op,Massively Multiplayer,Zombies,Horror,Post-apocalyptic,Action,RPG,FPS,Singleplayer,MMORPG,PvP,Early Access,Atmospheric,Violent,Indie"
[Chilla's Art] The Karaoke | ヒトカラ🎤,"Horror,Psychological Horror,1990's,Multiple Endings,Survival Horror,Adventure,Choices Matter,Atmospheric,3D,First-Person,Realistic,Crime,Dark,Dark Fantasy,Mystery,Retro,Supernatural,Surreal,Conversation,Female Protagonist"
VA-11 Hall-A: Cyberpunk Bartender Action,"Cyberpunk,Visual Novel,Pixel Graphics,Story Rich,Female Protagonist,Dystopian,LGBTQ+,Choices Matter,Point & Click,Casual,Simulation,Anime,Memes,Transhumanism,2D,Adventure,Life Sim,Funny,Cute,Sci-fi"
Monument Valley 2: Panoramic Edition,"Casual,Strategy,Action,Design & Illustration,Puzzle,Point & Click,Exploration,Precision Platformer,Puzzle Platformer,3D,Third Person,Atmospheric,Emotional,Fantasy,Mystery,Relaxing,Female Protagonist,Linear,Singleplayer,Adventure"
Minion Masters,"Real Time Tactics,RTS,Multiplayer,Co-op,Card Battler,Free to Play,Strategy RPG,Card Game,PvP,Strategy,Deckbuilding,PvE,Tactical,Competitive,Online Co-Op,Singleplayer,Turn-Based Tactics,Mouse only,Tower Defense,Stylized"
BallisticNG,"Combat Racing,Flight,Futuristic,Fast-Paced,Indie,Racing,Retro,Arcade,Moddable,Level Editor,Vehicular Combat,Singleplayer,Multiplayer,Sci-fi,Action,VR,Atmospheric,Split Screen,Driving,Third Person"
Vangers,"Racing,Adventure,Action,Atmospheric,Indie,Psychedelic,Classic,Voxel,Surreal,Open World,RPG,Story Rich,Sci-fi,Retro,Top-Down,Great Soundtrack,Sandbox,Singleplayer,Psychological Horror,Difficult"
Manual Samuel - Anniversary Edition,"Dark Humor,Singleplayer,Adventure,Local Co-Op,Funny,Indie,Dark Comedy,Physics,Difficult,Comedy,2D,Intentionally Awkward Controls,Cartoony,Controller"
Rusty Lake Paradise,"Puzzle,Point & Click,Indie,Adventure,Psychological Horror,Horror,Atmospheric,Singleplayer,2D,Mystery,Story Rich,Escape Room,Surreal,Hand-drawn,Dark,Gore,Hidden Object"
Airships: Conquer the Skies,"Grand Strategy,PvP,Wargame,Naval Combat,Multiplayer,Real-Time,Competitive,RTS,4X,Online Co-Op,Vehicular Combat,Strategy,2D,Alternate History,Mechs,Steampunk,Tanks,World War I,Co-op,Military"
The Jolly Gang's Misadventures in Africa / Масяня в полной Африке,"Adventure,Indie,Casual,Point & Click,Hidden Object,Addictive,Singleplayer,Strategy"
ShellShock Live,"Tanks,Multiplayer,Strategy,2D,Action,Turn-Based,Shooter,Casual,Early Access,Online Co-Op,Massively Multiplayer,Indie,Colorful,Funny,Turn-Based Strategy,Co-op,Singleplayer,Physics,Great Soundtrack,Family Friendly"
Mortal Sin,"Action Roguelike,Dungeon Crawler,First-Person,RPG,Action,Indie,Roguelite,Hack and Slash,Roguelike,Procedural Generation,Loot,Singleplayer,Dark Fantasy,Horror,Violent,Gore,Early Access,Stylized"
Alien Shooter TD,"Tower Defense,Strategy,Action,Blood,Shooter,Sci-fi,Survival,Gore,Real Time Tactics,Violent,Aliens,Indie,Isometric,Tactical RPG,Horror,Inventory Management,Singleplayer,Atmospheric,Military,Building"
Fabledom,"Early Access,City Builder,Relaxing,Sandbox,Diplomacy,Colony Sim,Economy,Romance,Fantasy,Cartoony,Procedural Generation,Resource Management,PvE,Strategy,Base Building,3D,Cute,Funny,Colorful,Conversation"
Ballex²: The Hanging Gardens,"Adventure,Level Editor,Racing,Puzzle Platformer,Logic,Casual,Nature,Exploration,3D Vision,Third Person,Snow,Atmospheric,Singleplayer,Puzzle,3D,Medieval,Physics,Indie,Early Access"
Bio Inc. Redemption,"Medical Sim,Simulation,Strategy,Indie,Gore,Singleplayer,Difficult,Multiplayer,Atmospheric,Outbreak Sim,Sandbox,Early Access,RTS,Education,Post-apocalyptic,Zombies"
Realm of the Mad God Exalt,"Pixel Graphics,Action Roguelike,Roguelike,Perma Death,Roguelite,MMORPG,Difficult,Indie,Free to Play,Action RPG,2D,Bullet Hell,RPG,Action,Massively Multiplayer,Multiplayer,Co-op,Adventure,Online Co-Op,Fantasy"
Craftopia,"Open World,Crafting,Survival,Multiplayer,Open World Survival Craft,Sandbox,RPG,Building,Action,Online Co-Op,Early Access,Adventure,Co-op,Anime,Indie,Character Customization,Hack and Slash,Automation,Singleplayer,Third Person"
100% Orange Juice,"Anime,Board Game,Cute,Multiplayer,Strategy,Card Game,Turn-Based,Indie,Casual,Funny,Great Soundtrack,Co-op,Singleplayer,Female Protagonist,Difficult,Memes,2D,Family Friendly,Comedy,Survival Horror"
Children of Silentown,"Atmospheric,Adventure,Point & Click,Puzzle,Story Rich,Female Protagonist,Horror,Mystery,Dark,Hand-drawn,Colorful,2D,Multiple Endings,Surreal,Cartoony,Stylized,Beautiful,Singleplayer,Indie,Psychological Horror"
BONELAB,"VR,Physics,Sandbox,Action,Shooter,FPS,First-Person,Action-Adventure,Violent,Underground,Experimental,Psychological,Combat,Puzzle,Dark,Indie,Story Rich,Female Protagonist,Singleplayer,Atmospheric"
S.W.I.N.E. HD Remaster,"Strategy,RTS,Retro,Funny,Real Time Tactics,Tanks,War,Real-Time,Real-Time with Pause,Multiplayer,Classic,Remake,Action,Comedy,PvE,Difficult,Moddable,Great Soundtrack,Indie,Cold War"
Dark Deception: Monsters & Mortals,"Indie,Horror,Multiplayer,Action,PvP,Survival Horror,Casual,Co-op,First-Person,Funny"
Starpoint Gemini 3,"Space,Simulation,RPG,Space Sim,Exploration,Action,Crafting,Sci-fi,Singleplayer,Open World,Action RPG,Atmospheric,Spaceships,Looter Shooter,Open World Survival Craft,First-Person,Early Access,Third Person,Comedy,Dark Humor"
Panty Party,"Anime,Sexual Content,Action,Memes,Adventure,Funny,Casual,Story Rich,Cute,Indie,Nudity,Mature,Shooter,Female Protagonist,Singleplayer,Third-Person Shooter,Comedy,Great Soundtrack,Hentai,Souls-like"
Tasty Planet Forever,"Destruction,Arcade,2D,Cute,Split Screen,Top-Down,Funny,Post-apocalyptic,Side Scroller,Controller,Action,Casual,Local Co-Op,Cartoony,Singleplayer,Score Attack,2D Platformer,Hand-drawn,Platformer,Cats"
Touhou Blooming Chaos,"Action,Indie,RPG,Faith,Bullet Hell,Pixel Graphics,Anime,Shoot 'Em Up,Female Protagonist"
Arena Renovation,"Early Access,Indie,Immersive Sim,Relaxing,Casual,Simulation,Building,Singleplayer,First-Person,Family Friendly,Education,Economy,Management,Physics,Time Management,Destruction,Sandbox,Nature,3D,Strategy"
Steel Division 2,"Strategy,RTS,World War II,Military,War,Singleplayer,Simulation,Multiplayer,Indie,Historical,Tactical,Grand Strategy,Realistic,Co-op,Wargame,Turn-Based Strategy,Real-Time with Pause,Sandbox,Moddable,Replay Value"
Roboquest,"Early Access,FPS,Action Roguelike,Roguelite,Co-op,Online Co-Op,Shooter,Fast-Paced,Post-apocalyptic,Looter Shooter,Bullet Hell,Action,Perma Death,Sci-fi,Stylized,Indie,Colorful,Singleplayer,First-Person,Multiplayer"
Superliminal,"Puzzle,First-Person,Narration,Surreal,Physics,Psychological,Singleplayer,Thriller,Story Rich,Adventure,Funny,Exploration,Psychedelic,3D Vision,Puzzle Platformer,Minimalist,Cinematic,Dark Humor,Colorful,Stylized"
Zup! 8,"Puzzle,Casual,Fast-Paced,Indie,2D,Physics,Short,Relaxing,Minimalist,Puzzle Platformer,Point & Click,Singleplayer,Cute,Action,Family Friendly,Adventure,Multiplayer,Trading Card Game,Funny,Steam Machine"
GORN,"VR,Action,3D Fighter,Violent,Indie,Gore,Funny,Fighting,Blood,First-Person,Early Access,Singleplayer,Local Multiplayer,Swordplay,Medieval,Moddable,Multiplayer,Asymmetric VR,Nudity,Horror"
The Battle of Polytopia,"Strategy,Turn-Based,Singleplayer,Turn-Based Strategy,Multiplayer,4X,Turn-Based Tactics,Colorful,Minimalist,Isometric,Building,War,Diplomacy,PvP,Simulation,Cute,Action RTS,Economy,Real Time Tactics,Family Friendly"
Ultimate Epic Battle Simulator,"Simulation,Sandbox,War,Strategy,Action,Funny,Medieval,Violent,Singleplayer,Gore,Indie,Early Access,Fantasy,Open World,Zombies,Adventure,Survival,Memes,Third Person,Atmospheric"
Son of a Witch,"Action Roguelike,Online Co-Op,4 Player Local,Dungeon Crawler,Beat 'em up,Loot,Roguelite,RPG,Replay Value,Procedural Generation,Roguelike,Hack and Slash,Side Scroller,Local Multiplayer,Local Co-Op,Co-op,2D,Action,Pixel Graphics,Adventure"
Insanity Clicker,"Free to Play,Clicker,Horror,Casual,RPG,Adventure,Indie,Simulation,Strategy,Nudity,Multiplayer,Gore,Action,Singleplayer,Psychological Horror,Zombies,Female Protagonist,Co-op,Sexual Content,Memes"
Zup! F,"Puzzle,Casual,Indie,Fast-Paced,2D,Physics,Short,Relaxing,Minimalist,Puzzle Platformer,Point & Click,Mouse only,Singleplayer,Cute,Trading Card Game,Cyberpunk,Family Friendly,Atmospheric,PvE,Fighting"
Симулятор Прыгания по Гаражам,"Simulation,Memes,Comedy,First-Person,Realistic,Action,3D,Singleplayer,1990's,Walking Simulator,Immersive Sim,Life Sim,Emotional,Parkour,Artificial Intelligence,Linear,Conversation"
Rogue Tower,"Tower Defense,Strategy,Roguelike,Casual,Procedural Generation,3D,Minimalist,Base Building,Roguelite,Singleplayer,Building,Colorful,Isometric,Fantasy,Cartoony,Medieval,Magic,Indie"
Say No! More,"Indie,Funny,Comedy,Casual,Singleplayer,Cute,Colorful,Satire,Experimental,Adventure,Action,Beat 'em up,Action-Adventure,Arcade,On-Rails Shooter,Cartoon,Cartoony,Third-Person Shooter,Pixel Graphics,Stylized"
DNF Duel,"2D Fighter,Anime,Fighting,PvP,Action,2.5D,Arcade,Casual,Beat 'em up,3D Fighter,Local Multiplayer,Multiplayer,Strategy,Singleplayer,Cinematic,eSports"
Jalopy,"Automobile Sim,Driving,Simulation,First-Person,Management,Open World,Survival,Adventure,Singleplayer,Indie,Realistic,Atmospheric,Exploration,Sandbox,Roguelite,Relaxing,Early Access,Resource Management,Economy,Story Rich"
House Builder,"3D,Immersive Sim,Adventure,Simulation,Building,Early Access,Design & Illustration,Singleplayer,Sandbox,Education,Indie,Casual,Economy,First-Person,Relaxing,Realistic,Family Friendly,Destruction,Physics,Puzzle"
Soldat 2,"PvP,Shooter,Competitive,Battle Royale,eSports,2D Platformer,Character Customization,2.5D,Procedural Generation,Team-Based,Side Scroller,Multiplayer,Military,Action,Bullet Time,Stylized,Moddable,Level Editor,Indie,Early Access"
Among Trees,"Open World Survival Craft,Exploration,Survival,Atmospheric,Open World,Relaxing,Adventure,Colorful,Crafting,First-Person,Farming,Cooking,Singleplayer,Sandbox,Building,Base Building,Simulation,Indie,Early Access,Survival Horror"
,
Warfare,"Strategy,RTS,Military"
Legends of Eisenwald,"Tactical RPG,Turn-Based,Choices Matter,Strategy RPG,Choose Your Own Adventure,Story Rich,Multiple Endings,Character Customization,Medieval,Difficult,Third Person,3D,Inventory Management,Level Editor,Tactical,RPG,Strategy,Turn-Based Strategy,Historical,Turn-Based Combat"
Pikuniku,"Indie,Casual,Adventure,Puzzle,Action,Co-op,Cute,Funny,Multiplayer,2D,Platformer,Family Friendly,Local Co-Op,Great Soundtrack,Comedy,Singleplayer,Puzzle Platformer,Colorful,Dystopian,Exploration"
The Stronghold Collection,"City Builder,Real Time Tactics,Colony Sim,Medieval,Sandbox,Building,Economy,Management,War,Military,Base Building,Strategy,RTS,Real-Time,Isometric,Top-Down,Historical,Open World,Simulation,Resource Management"
FRONT MISSION 1st: Remake,"Strategy,Turn-Based Strategy,RPG,Mechs,Futuristic,Remake,3D,Realistic,Management,Sci-fi,Singleplayer,Turn-Based Tactics,Action,Military,Tactical,Tanks,Post-apocalyptic,JRPG,Funny,Robots"
Mortal Shell,"Souls-like,Dark Fantasy,Action,RPG,Violent,Difficult,Singleplayer,Action RPG,Third Person,Hack and Slash,Atmospheric,Adventure,Indie,Gore,Sexual Content,Multiplayer,Open World,Horror,Nudity,Roguelike"
Puzzle Quest 3,"Casual,RPG,Strategy,Adventure,Puzzle,Match 3,Turn-Based Strategy,Turn-Based Tactics,3D,Cartoony,Colorful,Dragons,Fantasy,Medieval,Asynchronous Multiplayer,Co-op,Action,Multiplayer,Combat,Loot"
Poly Bridge 2,"Building,Simulation,Puzzle,Physics,Crafting,Difficult,Sandbox,Singleplayer,Level Editor,Great Soundtrack,Indie,Strategy,Education,Family Friendly,Funny,Cartoony,Stylized,Cute,Sequel,Choices Matter"
Super Meat Boy,"Precision Platformer,Platformer,Difficult,Indie,2D Platformer,Pixel Graphics,2D,Singleplayer,Great Soundtrack,Fast-Paced,Retro,Controller,Unforgiving,Gore,Action,Time Attack,Funny,Comedy,Side Scroller,Replay Value"
Risen 3 - Titan Lords,"RPG,Open World,Gothic,Adventure,Atmospheric,Singleplayer,Fantasy,Third Person,Dark Fantasy,Action RPG,Pirates,Action,Story Rich,Magic,Classic,Exploration,Nudity,Sandbox,Old School,Medieval"
Scorchlands,"Strategy,Early Access,City Builder,Colony Sim,Building,Base Building,Casual,Relaxing,Puzzle,Transportation,Magic,3D,Family Friendly,Exploration,Sandbox,Economy,Top-Down,Automation,Open World,Simulation"
BLOCKPOST,"Free to Play,FPS,Multiplayer,Pixel Graphics,Action,Shooter,First-Person,Indie,Massively Multiplayer,Building,Co-op,Early Access,Online Co-Op,Funny,Zombies,Survival,Gore,Fast-Paced,Singleplayer,Simulation"
Battle Ram,"Spectacle fighter,Bullet Hell,Robots,Perma Death,Difficult,Cute,Top-Down,Action,Simulation,Colorful,Hand-drawn,Stylized,Casual,Atmospheric,Indie,Soundtrack,Adventure,2D,Addictive,Great Soundtrack"
Fantasy Blacksmith,"Simulation,Indie,Medieval,Magic,Replay Value,Resource Management,Crafting,Management,Atmospheric,RPG,3D,Inventory Management,Mystery,Puzzle,Great Soundtrack,Dark,Singleplayer,Early Access"
Finding Paradise,"Story Rich,Emotional,Pixel Graphics,Adventure,RPG,2D,Funny,Singleplayer,Atmospheric,Interactive Fiction,Psychological,Top-Down,Drama,Comedy,Cute,Retro,Female Protagonist,JRPG,Romance,Linear"
Shadowrun: Hong Kong - Extended Edition,"RPG,Cyberpunk,Turn-Based,Story Rich,Isometric,Strategy,Indie,Adventure,Turn-Based Tactics,Singleplayer,CRPG,Turn-Based Combat,Atmospheric,Sci-fi,Kickstarter,Tactical,Great Soundtrack,Fantasy,Female Protagonist,Action"
SURV1V3,"Zombies,VR,Action,Adventure,Simulation,Indie,Co-op,Violent,Gore,Online Co-Op,Multiplayer,Horror,Survival,Co-op Campaign,FPS,Open World"
Castle Story,"Colony Sim,Strategy,Building,Sandbox,Multiplayer,Survival,Open World Survival Craft,Indie,Singleplayer,Open World,Tower Defense,Crafting,Co-op,RTS,Simulation,Early Access,Kickstarter,Voxel,Adventure,Casual"
Extremely Realistic Siege Warfare Simulator,"Action,War,Adventure,Sandbox,Funny,Simulation,Physics,Singleplayer,Indie,Realistic,Strategy,3D,Colorful,Co-op,Early Access,Wargame,Multiplayer,RPG,Hack and Slash,RTS"
Song of Farca,"Choices Matter,Story Rich,Simulation,Dystopian,Atmospheric,Detective,Point & Click,Visual Novel,Female Protagonist,Singleplayer,Cyberpunk,2D,Indie,Multiple Endings,Adventure,Narration,Stylized,Hacking,Futuristic,Dark"
Silence,"Adventure,Point & Click,Story Rich,Great Soundtrack,Indie,Female Protagonist,Singleplayer,Puzzle,Casual,Exploration,2D,Retro,Short,Cult Classic,Classic"
Spirit Hunters: Infinite Horde,"Action Roguelike,Action,Roguelite,Action RPG,Dark Fantasy,Fantasy,Bullet Hell,Magic,Casual,2D,Combat,Singleplayer,Roguelike,Indie,Arcade,RPG"
Heroes of Hammerwatch,"Roguelite,Action Roguelike,Pixel Graphics,Co-op,RPG,Multiplayer,Dungeon Crawler,Online Co-Op,Indie,Action,Adventure,2D,Procedural Generation,Hack and Slash,Top-Down,Roguelike,Singleplayer,Bullet Hell,Action RPG,Fantasy"
Higurashi When They Cry Hou - Rei,"Adventure,Visual Novel,Cute,2D,Funny,Anime,Story Rich,Comedy,Emotional,Linear,Singleplayer,Female Protagonist,1980s,Gore,Sexual Content,Psychological Horror,Horror,Indie,Magic,Mystery"
Galactic Civilizations IV,"Early Access,Strategy,4X,Space Sim,Turn-Based Strategy,Sandbox,Exploration,Artificial Intelligence,Sci-fi,3D,Colorful,Third Person,Building,Destruction,Economy,Futuristic,Management,War,PvP,Choices Matter"
Disgaea 5 Complete,"Strategy,RPG,JRPG,Turn-Based Tactics,Anime,Turn-Based,Tactical RPG,Strategy RPG,Singleplayer,Turn-Based Strategy,Tactical,Turn-Based Combat,Fantasy,Character Customization,Comedy,Action,Replay Value,Adventure,Sexual Content,Nudity"
∀kashicverse -Malicious Wake-,"Indie,Action,Shoot 'Em Up,Bullet Hell,Shooter,Sci-fi,Third-Person Shooter"
Star Realms,"Deckbuilding,Strategy,Card Battler,Card Game,Board Game,Sci-fi,Turn-Based Strategy,Combat,Space,Action,Tactical,Building,Touch-Friendly,Free to Play,Trading Card Game,Asynchronous Multiplayer,Multiplayer,Turn-Based,Singleplayer,Indie"
Marble Age: Remastered,"Strategy,Simulation,Singleplayer,Survival,Casual,Building,Difficult,Indie,Turn-Based,2D,Historical,Management,Turn-Based Strategy,City Builder,Economy,Resource Management,4X,Education,Time Management,Colony Sim"
Animal Jam,"Free to Play,Family Friendly,Massively Multiplayer,Adventure,Cute,Multiplayer,Simulation,Character Customization,Open World,Great Soundtrack,Early Access,Casual,Atmospheric,Memes,MMORPG,LGBTQ+,Anime,Illuminati,Fantasy,Difficult"
Element TD 2 - Tower Defense,"Tower Defense,Strategy,Real Time Tactics,Multiplayer,Co-op,Replay Value,PvE,PvP,Competitive,RTS,Character Customization,Team-Based,Singleplayer,Fantasy,Magic,Tactical,Score Attack,Building,Online Co-Op,3D"
Fran Bow,"Psychological Horror,Story Rich,Point & Click,Puzzle,Horror,Adventure,Dark,Indie,Singleplayer,Atmospheric,Female Protagonist,Psychological,Gore,Surreal,Dark Fantasy,2D,Fantasy,Hand-drawn,Great Soundtrack,Hidden Object"
Despot's Game: Dystopian Battle Simulator,"Auto Battler,Pixel Graphics,Tactical,Roguelike,Indie,RPG,2D,Dark Humor,Roguelite,Turn-Based Tactics,Singleplayer,Strategy,Adventure,Survival,Asynchronous Multiplayer,Atmospheric,Dungeon Crawler,Procedural Generation,Replay Value,Turn-Based"
Youtubers Life 2,"Life Sim,Character Customization,Simulation,Casual,Strategy,Time Management,Management,Funny,Family Friendly,Immersive Sim,Female Protagonist,Sandbox,Cute,Relaxing,Comedy,Cartoony,Open World,LGBTQ+,Singleplayer,Memes"
Autonauts vs Piratebots,"Simulation,Strategy,Automation,Casual,Crafting,Sandbox,Farming Sim,Cute,Building,City Builder,Colony Sim,Agriculture,Programming,Management,Relaxing,Robots,Pirates,Base Building,Combat,Resource Management"
POSTAL Redux,"Online Co-Op,Multiplayer,Singleplayer,Gore,Co-op Campaign,Violent,Co-op,Top-Down,Fast-Paced,Horror,Pixel Graphics,Dark Humor,Psychological Horror,Top-Down Shooter,Dark Comedy,Isometric,Action,Surreal,Twin Stick Shooter,Shooter"
Looking Up I See Only A Ceiling,"Adventure,Psychological,Short,Point & Click,Multiple Endings,Atmospheric,Mystery,Anime,Female Protagonist,Story Rich,Psychological Horror,Horror,Visual Novel,Interactive Fiction,Hand-drawn,2D,Stylized,First-Person,Exploration,Pixel Graphics"
Noobs Want to Live,"Bullet Hell,Roguelike,Pixel Graphics,Action,2.5D,Action Roguelike,Casual,Roguelite,Action RPG,Singleplayer,Top-Down,Adventure,Combat,Perma Death,Relaxing,Funny,Resource Management,Procedural Generation,Cartoony,Cute"
Tomb Raider - The Final Hours Digital Book,"Action,Documentary,Female Protagonist"
Shadows Peak,"Mystery,Horror,Survival Horror,Action,Indie,Atmospheric,Open World,Adventure,Supernatural,FPS,Shooter,Singleplayer,Psychological Horror,First-Person,Exploration,Hunting,Thriller,Dark,Gore,Survival"
Etherlords,"Strategy,Turn-Based Strategy,RPG,Turn-Based,Card Game,Classic,Tactical,Fantasy,Turn-Based Tactics,Atmospheric,Trading Card Game"
Thief Simulator VR,"Simulation,Indie,Action,VR,Crime,Stealth,Open World,Singleplayer,Exploration,First-Person,Sandbox,Walking Simulator,Story Rich,Heist,Adventure,Funny,Multiplayer,Realistic,Driving,Early Access"
Blind Fate: Edo no Yami,"Souls-like,Cyberpunk,Hack and Slash,Post-apocalyptic,Action-Adventure,Side Scroller,Robots,Sci-fi,Adventure,Exploration,Difficult,Action,3D,2.5D,Beat 'em up,Story Rich,Choices Matter,Futuristic,Ninja,Dark"
For the People,"Choose Your Own Adventure,Visual Novel,Political Sim,Time Management,Tactical RPG,Casual,Political,Strategy,Choices Matter,First-Person,2D,Multiple Endings,Noir,Management,Story Rich,Point & Click,Simulation,Dystopian,Atmospheric,Adventure"
Foul Play,"Beat 'em up,Action,Indie,Local Co-Op,Casual,Adventure,Comedy,Online Co-Op,Co-op,2D,Side Scroller,Steampunk"
Shank 2,"Action,Beat 'em up,Indie,2D,Local Co-Op,Adventure,Side Scroller,Co-op,Platformer,Gore,Hack and Slash,Shooter,Mature,Multiplayer,Stylized,Controller,Singleplayer,Difficult,Violent,Cartoon"
Mansions of Madness,"Adventure,Strategy,Board Game,Lovecraftian,Free to Play,Card Game,Horror,Co-op"
THE LONGING,"Walking Simulator,Choose Your Own Adventure,Point & Click,Idler,2D,Underground,Multiple Endings,Exploration,Choices Matter,Atmospheric,Hand-drawn,RPG,Story Rich,Puzzle,Mystery,Singleplayer,Dark,Adventure,Indie,Experimental"
Pocket Academy 3,"Simulation,Casual,Colony Sim,Strategy,Life Sim,Dating Sim,Pixel Graphics,Cute,Education,City Builder,2D Platformer,2D,Top-Down,Romance,Building,Management,Economy,Controller,Singleplayer,Indie"
Nadir: A Grimdark Deckbuilder,"Roguelike Deckbuilder,Card Game,Card Battler,Deckbuilding,Roguelike,RPG,Strategy,Singleplayer,Roguelite,City Builder,Turn-Based Combat,Horror,Hand-drawn,Demons,Dark Fantasy,Atmospheric,Stylized,Turn-Based,Dark,Indie"
Rogue Legacy 2,"Arcade,Metroidvania,Platformer,Action,Indie,Adventure,Roguelite,RPG,Difficult,Singleplayer,2D,Side Scroller,Procedural Generation,Roguelike,Cartoony,Early Access,Souls-like,2D Platformer,Pixel Graphics,Multiplayer"
鬼谷八荒 Tale of Immortal,"Tactical RPG,Management,Singleplayer,Mythology,Sandbox,Simulation,RPG,Choose Your Own Adventure,Dating Sim,Action,Adventure,Exploration,2D,Sexual Content,Fantasy,Action RPG,Action-Adventure,Hand-drawn,Story Rich,Strategy RPG"
Destroyer: The U-Boat Hunter,"Early Access,Simulation,Naval Combat,World War II,Military,Immersive Sim,Action,Real Time Tactics,Naval,RTS,War,Submarine,Tactical,3D,Historical,Combat,Wargame,Realistic,Singleplayer,Dynamic Narration"
Chained Echoes,"RPG,Indie,Pixel Graphics,Turn-Based,JRPG,Retro,Exploration,Turn-Based Combat,2D,Story Rich,Mechs,Anime,Fantasy,Party-Based RPG,Open World,Great Soundtrack,Character Customization,Adventure,Co-op,Singleplayer"
Walking Zombie 2,"FPS,Open World Survival Craft,Zombies,Open World,Shooter,Survival,Sandbox,Post-apocalyptic,First-Person,Multiplayer,Action RPG,RPG,Dark Humor,Story Rich,Gun Customization,Action,Pixel Graphics,Stylized,Crafting,Adventure"
Warpips,"Strategy,Tower Defense,RTS,War,Resource Management,Auto Battler,Tactical,Singleplayer,Indie,Pixel Graphics,2.5D,Base Building,Combat,Early Access,Wargame,Action,Vehicular Combat,Stylized,Real Time Tactics,3D"
,Realistic
MELTY BLOOD: TYPE LUMINA,"2D Fighter,Anime,Pixel Graphics,PvP,Spectacle fighter,Lore-Rich,Local Multiplayer,Tutorial,Action,Multiplayer,eSports,Vampire,2D,Fighting,Competitive,Arcade,Controller,Singleplayer,PvE,Great Soundtrack"
Natural Selection 2,"Multiplayer,Strategy,FPS,Team-Based,Action,Sci-fi,RTS,Aliens,Indie,Competitive,Shooter,Co-op,Tactical,Moddable,First-Person,Space,Futuristic,Atmospheric,Online Co-Op,Adventure"
,
- Arcane Raise -,"Adventure,RPG,Strategy,Casual,RPGMaker,JRPG,Indie,Fantasy,Story Rich"
She Sees Red - Interactive Movie,"Choices Matter,FMV,Adventure,Mature,Indie,Movie,Cinematic,Violent,Multiple Endings,Story Rich,Female Protagonist,Detective,Choose Your Own Adventure,Visual Novel,Thriller,Singleplayer,Short,Psychological,Experimental,Soundtrack"
Nightmare Zapping,"Visual Novel,Pixel Graphics,Horror,Story Rich,2D,Dark,Anime,Retro,Psychological Horror,Violent,Atmospheric,Mystery,Choose Your Own Adventure,Point & Click,Investigation,Linear,Adventure,Dark Humor,Indie,Singleplayer"
Blackwake,"Pirates,Multiplayer,Naval Combat,Naval,Team-Based,Action,First-Person,Co-op,Strategy,Funny,FPS,Early Access,Sailing,Indie,Swordplay,Open World,Casual,Violent,Atmospheric,Adventure"
Gothic® 3,"RPG,Open World,Fantasy,Action,Singleplayer,Atmospheric,Third Person,Medieval,Gothic,Adventure,Great Soundtrack,Story Rich,Magic,Action RPG,Sandbox,Classic,First-Person,Dark Fantasy,Replay Value,Exploration"
Toilet Management Simulator,"Simulation,Life Sim,Management,Immersive Sim,Building,Open World,3D,Sexual Content,Nudity,Singleplayer"
GRIS,"Beautiful,Atmospheric,Great Soundtrack,Indie,Female Protagonist,Adventure,Hand-drawn,Platformer,Singleplayer,2D,Relaxing,Story Rich,Puzzle,Colorful,Puzzle Platformer,Surreal,Casual,Exploration,Walking Simulator,Anime"
The Hundred Year Kingdom,"City Builder,Anime,Turn-Based Tactics,Colony Sim,Historical,Management,Lore-Rich,Turn-Based Strategy,Time Management,Pixel Graphics,Immersive Sim,Multiple Endings,Building,Simulation,Choices Matter,Roguelite,Romance,2D,Alternate History,Casual"
City Bus Manager,"Simulation,Singleplayer,Management,Economy,Automobile Sim,Capitalism,Casual,Logic,Strategy,Sandbox,Grand Strategy,Time Management,Foreign,Colorful,Relaxing,Family Friendly,Cartoony,Early Access"
Coffee Talk Episode 2: Hibiscus & Butterfly,"Conversation,Relaxing,Pixel Graphics,Interactive Fiction,Simulation,Atmospheric,Visual Novel,2D,LGBTQ+,Choices Matter,Story Rich,Casual,Anime,Fantasy,Emotional,Drama,Colorful,Singleplayer,Adventure,Indie"
At Dead Of Night,"Survival Horror,Strategy,Supernatural,Horror,Investigation,Tactical,First-Person,Point & Click,Indie,Gothic,RPG,Atmospheric,Mystery,Real Time Tactics,Story Rich,FMV,Co-op,Cinematic,Multiplayer,Singleplayer"
